     0/999     5.05G    0.1059   0.03156   0.09951     0.237        25       640   0.01754 5.552e-05  0.006332  0.001895   0.07666   0.04038   0.08562
    57/999     6.75G   0.02633   0.01014   0.01737   0.05384        31       640    0.2373    0.4994    0.4688    0.3511    0.0236   0.01101   0.01436
    58/999     6.75G   0.02767  0.009693   0.01642   0.05378        16       640    0.2657    0.4723    0.4347    0.3323   0.02336   0.01085   0.01431
    59/999     6.75G   0.02622   0.00931   0.01517    0.0507        21       640    0.2272    0.5373    0.4579     0.348    0.0231   0.01069   0.01378
    60/999     6.75G   0.02614   0.01011   0.01707   0.05332        30       640    0.2603     0.508    0.4823    0.3686   0.02306   0.01073   0.01341
    61/999     6.75G   0.02622  0.009984    0.0168   0.05301        14       640    0.2705    0.5106    0.4748    0.3599   0.02391   0.01102   0.01369
    62/999     6.75G   0.02677  0.009991   0.01764    0.0544        25       640    0.2297    0.5287    0.4632    0.3551   0.02303    0.0109    0.0137
    63/999     6.75G   0.02644  0.009471   0.01555   0.05146        21       640    0.2736    0.5719    0.4977    0.3774   0.02338     0.011   0.01362
    64/999     6.75G   0.02614  0.009841    0.0154   0.05137        35       640    0.2209    0.5026    0.4584    0.3513   0.02339   0.01137   0.01422
    65/999     6.75G   0.02625  0.009921   0.01582   0.05199        11       640    0.2807    0.5364     0.488    0.3781   0.02329   0.01109   0.01377
    66/999     6.75G   0.02603  0.009757   0.01565   0.05144        21       640    0.2697    0.5463    0.5042    0.3944   0.02291   0.01117   0.01341
    67/999     6.75G   0.02569   0.01009   0.01644   0.05222        35       640    0.2764    0.5669     0.489    0.3717   0.02271   0.01127   0.01308
    68/999     6.75G   0.02629  0.009744   0.01508   0.05112        21       640     0.272    0.5599    0.4818    0.3702   0.02333   0.01086   0.01328
    69/999     6.75G   0.02679  0.009816   0.01493   0.05154        23       640    0.2724    0.5691    0.4913    0.3723   0.02296   0.01093    0.0135
    70/999     6.75G   0.02619  0.009535   0.01506   0.05079        14       640    0.2537    0.5496    0.4944    0.3783   0.02298   0.01093   0.01285
    71/999     6.75G    0.0252   0.00959   0.01574   0.05052        21       640    0.2804     0.573     0.512    0.4041   0.02238   0.01081   0.01258
    72/999     6.75G   0.02661  0.009933   0.01496    0.0515        19       640    0.2789    0.5397    0.4838    0.3706   0.02331   0.01108   0.01251
    73/999     6.75G   0.02558  0.009675   0.01516   0.05042        17       640    0.2597    0.6106     0.511    0.3909   0.02309   0.01096   0.01258
    74/999     6.75G   0.02622  0.009903   0.01505   0.05117        28       640    0.2665    0.5841     0.516    0.3992   0.02266   0.01076   0.01254
    75/999     6.75G   0.02585   0.00981   0.01521   0.05087        41       640    0.2931     0.581     0.511    0.3964   0.02317   0.01105   0.01236
    76/999     6.75G   0.02642   0.01006   0.01563   0.05212        19       640    0.2766    0.5775    0.5071    0.3932   0.02271   0.01076   0.01275
    77/999     6.75G   0.02548  0.009554   0.01466    0.0497        27       640    0.3218    0.6467    0.5692    0.4437   0.02246   0.01113   0.01302
    78/999     6.75G   0.02588  0.009351   0.01443   0.04966         8       640    0.2982    0.5666    0.5232     0.401    0.0221   0.01101   0.01245
    79/999     6.75G   0.02584   0.00941   0.01393   0.04918        19       640    0.3472    0.6717    0.5637    0.4383   0.02205   0.01085   0.01246
    80/999     6.75G   0.02551  0.009481   0.01378   0.04877        40       640    0.3048    0.5701    0.5143    0.4026   0.02279     0.011   0.01236
    81/999     6.75G   0.02555  0.009841   0.01431    0.0497        30       640    0.3043     0.565    0.5183    0.3966    0.0226    0.0109   0.01194
    82/999     6.75G   0.02568  0.009712   0.01508   0.05047        30       640    0.2974    0.6723    0.5486    0.4341   0.02214   0.01065   0.01233
    83/999     6.75G   0.02625  0.009537   0.01403   0.04982        21       640    0.3247    0.6517    0.5385    0.4207   0.02227   0.01082   0.01228
    84/999     6.75G   0.02592  0.009539   0.01368   0.04914        22       640    0.3085    0.6256    0.5327    0.4136   0.02209   0.01104   0.01219
    85/999     6.75G    0.0254  0.009445   0.01333   0.04817        25       640    0.2859    0.5816    0.5399    0.4092    0.0222   0.01119   0.01164
    86/999     6.75G   0.02533  0.009377   0.01375   0.04846        29       640    0.2896    0.6391    0.5362    0.4147   0.02268   0.01084   0.01195
    87/999     6.75G   0.02582   0.00969   0.01406   0.04957        24       640    0.2944    0.6307     0.538    0.4125   0.02224   0.01095   0.01252
    88/999     6.75G   0.02536  0.009345   0.01317   0.04787        25       640    0.3057     0.634    0.5593    0.4347   0.02204   0.01078   0.01191
    89/999     6.75G   0.02604  0.009299   0.01265   0.04798        36       640    0.2854    0.5927    0.5204    0.3922   0.02229   0.01072   0.01211
    90/999     6.75G   0.02566  0.009332   0.01321   0.04821        33       640    0.3135    0.6489    0.5499    0.4256   0.02197   0.01058   0.01212
    91/999     6.75G   0.02498  0.009492   0.01342   0.04789        33       640    0.2993    0.6298    0.5306    0.4131   0.02212   0.01083   0.01178
    92/999     6.75G   0.02533  0.009428   0.01374   0.04851        22       640    0.2685    0.6391    0.5505    0.4363   0.02172   0.01084   0.01228
    93/999     6.75G   0.02566  0.009226   0.01201    0.0469        17       640    0.3061    0.6414     0.564    0.4283   0.02237   0.01058   0.01198
    94/999     6.75G   0.02542  0.009515   0.01309   0.04802        18       640    0.3055    0.6328    0.5468    0.4019   0.02227   0.01108   0.01198
    95/999     6.75G   0.02495  0.009154   0.01326   0.04736        35       640    0.2732    0.5944    0.5315    0.4157   0.02193   0.01095   0.01224
    96/999     6.75G   0.02507  0.009391   0.01343    0.0479        19       640    0.2859    0.6157    0.5406    0.4185   0.02205   0.01108   0.01234
    97/999     6.75G   0.02507  0.009273   0.01231   0.04665        29       640    0.2841    0.6512    0.5498    0.4322   0.02209   0.01083   0.01185
    98/999     6.75G   0.02485  0.009021   0.01276   0.04664        11       640     0.304    0.6045    0.5257    0.4038   0.02177   0.01127   0.01224
    99/999     6.75G   0.02477  0.009516   0.01298   0.04727        28       640    0.3327    0.6746    0.5719    0.4517    0.0221   0.01089   0.01175
   100/999     6.75G   0.02551  0.009228   0.01198   0.04671        30       640    0.3014    0.6287    0.5614    0.4381   0.02205    0.0111   0.01162
   101/999     6.75G   0.02529  0.009404   0.01266   0.04736        46       640    0.3187     0.652    0.5669    0.4371    0.0225   0.01089   0.01174
   102/999     6.75G   0.02502  0.008804   0.01123   0.04506        28       640    0.3201    0.6983    0.5672    0.4414   0.02243   0.01082   0.01148
   103/999     6.75G     0.025  0.009186   0.01246   0.04665        38       640    0.3524     0.709    0.5888    0.4609   0.02229   0.01113   0.01141
   104/999     6.75G   0.02528  0.009241    0.0119   0.04642        27       640    0.3217    0.6829    0.5943    0.4555   0.02169   0.01078    0.0115
   105/999     6.75G   0.02483  0.009034   0.01212   0.04599        23       640    0.3156    0.6774    0.5865    0.4667   0.02153   0.01064   0.01115
   106/999     6.75G   0.02461  0.008898   0.01166   0.04517        16       640    0.3515    0.6854    0.6058    0.4691   0.02197   0.01079   0.01193
   107/999     6.75G   0.02492  0.009156   0.01195   0.04602        30       640    0.3186    0.6741    0.5919    0.4696   0.02171   0.01055   0.01146
   108/999     6.75G   0.02448  0.009016   0.01122   0.04471        21       640    0.3376    0.6982    0.6054    0.4691   0.02196   0.01088   0.01111
   109/999     6.75G   0.02493  0.009074   0.01141   0.04542        45       640    0.3536    0.6723    0.5968     0.475   0.02152   0.01081   0.01164
   110/999     6.75G   0.02428  0.008923   0.01125   0.04446        17       640     0.314    0.6738    0.5832    0.4495   0.02156   0.01067   0.01146
   111/999     6.75G   0.02448  0.009309   0.01238   0.04617        26       640    0.3529    0.7136    0.6185    0.4842   0.02172   0.01075   0.01135
   112/999     6.75G   0.02428  0.008936   0.01155   0.04477        27       640    0.3536    0.6836    0.5918    0.4744   0.02155   0.01086   0.01153
   113/999     6.75G   0.02434  0.008844   0.01126   0.04445        14       640    0.3643    0.6957    0.6189    0.4892    0.0214   0.01098   0.01126
   114/999     6.75G    0.0241  0.009056   0.01096   0.04412        24       640    0.3465    0.6995      0.61     0.491   0.02114   0.01074    0.0114
   115/999     6.75G   0.02487  0.009416   0.01234   0.04662        32       640    0.3684    0.6913    0.6221    0.4937   0.02127   0.01059   0.01092
   116/999     6.75G   0.02512  0.008845   0.01107   0.04503        13       640    0.3695    0.7283    0.6299    0.5062   0.02133   0.01036   0.01097
   117/999     6.75G   0.02511  0.009221   0.01122   0.04555        22       640    0.3315     0.659    0.5943    0.4675   0.02146   0.01057   0.01115
   118/999     6.75G   0.02489  0.009176   0.01182   0.04589        32       640    0.3886    0.6748    0.6241    0.4963   0.02201   0.01086   0.01127
   119/999     6.75G   0.02366  0.008713   0.01098   0.04335        22       640    0.3269    0.7016    0.6348    0.5061   0.02133   0.01053   0.01112
   120/999     6.75G   0.02409  0.008947   0.01104   0.04408        20       640    0.3648    0.7315    0.6413    0.5116    0.0216   0.01068    0.0108
   121/999     6.75G   0.02376  0.008773   0.01078   0.04332        22       640    0.3508    0.6892    0.6238    0.4859   0.02178   0.01081    0.0106
   122/999     6.75G   0.02426  0.008729   0.01059   0.04358        21       640     0.365    0.7166    0.6392    0.5072   0.02166   0.01075   0.01085
   123/999     6.75G   0.02385  0.008858    0.0107   0.04341        21       640    0.3715    0.7353     0.631    0.4864   0.02187    0.0106   0.01105
   124/999     6.75G   0.02434  0.008971   0.01061   0.04392        17       640    0.4037     0.716    0.6388     0.503   0.02159   0.01063   0.01062
   125/999     6.75G   0.02446  0.009246   0.01131   0.04501        16       640    0.3349    0.7247    0.6349    0.5073   0.02145   0.01064   0.01082
   126/999     6.75G   0.02399  0.008838   0.01068   0.04351        29       640    0.3503    0.6963    0.6422    0.5021   0.02145    0.0109   0.01058
   127/999     6.75G    0.0242   0.00895   0.01061   0.04375        31       640    0.3395    0.7072    0.6243    0.4929   0.02152   0.01092   0.01094
   128/999     6.75G    0.0247  0.008962    0.0109   0.04456        31       640    0.3355    0.7123    0.6082    0.4833   0.02157   0.01114   0.01108
   129/999     6.75G   0.02481  0.009193     0.011   0.04501        15       640    0.3457    0.7064    0.6292    0.4991   0.02131   0.01077   0.01097
   130/999     6.75G   0.02461  0.009101   0.01126   0.04497        25       640    0.3703    0.7722    0.6799    0.5402   0.02139   0.01056   0.01045
   131/999     6.75G   0.02349  0.008806   0.01063   0.04292        13       640    0.3834    0.7537    0.6558     0.525   0.02127   0.01069   0.01052
   132/999     6.75G   0.02355  0.008896   0.01064   0.04309        31       640    0.3681    0.7383    0.6508    0.5225   0.02136   0.01097   0.01069
   133/999     6.75G   0.02474  0.008953   0.01077   0.04446        29       640    0.3742    0.7374    0.6588    0.5292   0.02142   0.01078   0.01092
   134/999     6.75G   0.02321  0.008755   0.01026   0.04222        24       640    0.3947    0.7384    0.6671    0.5346   0.02155   0.01092   0.01063
   135/999     6.75G   0.02427  0.008969   0.01067   0.04391        36       640    0.3581    0.7307    0.6656    0.5353   0.02159   0.01082   0.01097
   136/999     6.75G   0.02352  0.008769  0.009963   0.04225        22       640    0.3574    0.7433    0.6771    0.5498   0.02126   0.01071   0.01003
   137/999     6.75G   0.02411  0.008679  0.009296   0.04208        18       640    0.3746    0.7483    0.6665    0.5326   0.02143   0.01093   0.01066
   138/999     6.75G    0.0239  0.009149   0.01017   0.04322        22       640    0.3887    0.7469     0.669    0.5385    0.0215   0.01076   0.01039
   139/999     6.75G    0.0249  0.009043   0.01023   0.04417        21       640    0.3742     0.755    0.7048    0.5595   0.02143   0.01073   0.01034
   140/999     6.75G   0.02388  0.008754   0.01006    0.0427        34       640    0.3702    0.7629    0.6675    0.5342   0.02124   0.01079    0.0102
   141/999     6.75G   0.02325  0.008518   0.01018   0.04195        27       640    0.3741     0.739    0.6699    0.5388   0.02138   0.01059   0.01013
   142/999     6.75G   0.02491  0.008709   0.01008   0.04369        21       640    0.3767    0.7292    0.6823    0.5461   0.02119    0.0107   0.01033
   143/999     6.75G   0.02359  0.009004  0.009858   0.04246        29       640    0.3983    0.7714    0.6853    0.5389    0.0211   0.01075   0.01044
   144/999     6.75G   0.02435  0.008888   0.01004   0.04328        32       640    0.3931    0.7517    0.6853    0.5319   0.02132   0.01138   0.01035
   145/999     6.75G   0.02399  0.008704  0.009962   0.04266        31       640    0.3734    0.7612    0.6694    0.5307   0.02106   0.01093   0.01079
   146/999     6.75G   0.02364  0.008708  0.009803   0.04215        33       640    0.3683    0.7473    0.6802    0.5468   0.02091   0.01095   0.01028
   147/999     6.75G   0.02345  0.008821  0.009537   0.04181        20       640    0.3683    0.7601    0.7152    0.5815   0.02099   0.01064   0.01022
   148/999     6.75G   0.02371  0.008822  0.009119   0.04165        22       640    0.3947    0.7789    0.7061    0.5663   0.02109   0.01112   0.01014
   149/999     6.75G   0.02417  0.008906  0.009536   0.04261        27       640    0.3952     0.785    0.7151    0.5736   0.02122   0.01091  0.009927
   150/999     6.75G   0.02372  0.008914   0.00971   0.04235        32       640    0.3834    0.7884    0.6945    0.5595   0.02099    0.0106   0.01002
   151/999     6.75G   0.02392  0.009054  0.009734   0.04271        20       640    0.3983    0.7887    0.7123    0.5724   0.02089   0.01096   0.01015
   152/999     6.75G   0.02381  0.008716      0.01   0.04253        15       640    0.3508    0.7334     0.677    0.5354   0.02123   0.01125   0.01033
   153/999     7.16G    0.0236  0.008609  0.008777   0.04099        25       640    0.3722    0.7616    0.7282    0.5828   0.02098   0.01126   0.01045
   154/999     7.18G   0.02377  0.008608  0.009371   0.04175        27       640    0.3762    0.7621    0.7103    0.5775   0.02149   0.01115  0.009723
   155/999     7.18G   0.02335  0.008729  0.009412   0.04149        12       640    0.4012    0.7597    0.7286    0.5946   0.02079   0.01078   0.01013
   156/999     7.18G    0.0237  0.008501  0.008769   0.04097        15       640    0.3955    0.7975    0.7397    0.5977   0.02107   0.01082  0.009729
   157/999     7.18G    0.0232   0.00861    0.0093   0.04111        32       640    0.4005    0.7899    0.7003     0.554     0.021   0.01074  0.009579
   158/999     7.18G   0.02502   0.00907  0.009666   0.04375        34       640    0.4156    0.7948    0.7317    0.5808   0.02106   0.01086  0.009809
   159/999     7.18G   0.02363  0.008889  0.008631   0.04115        27       640    0.3929    0.7755    0.7056    0.5643   0.02097   0.01084   0.01062
   160/999     7.18G   0.02345  0.008696  0.009375   0.04152        11       640    0.3765    0.7548    0.6858    0.5518   0.02105   0.01066   0.01035
   161/999     7.18G   0.02341  0.008865  0.009198   0.04148        28       640    0.3998    0.8022    0.7046     0.565   0.02076   0.01082  0.009851
   162/999     7.18G   0.02345  0.008911  0.009412   0.04178        21       640    0.3963    0.7621     0.711    0.5692     0.021    0.0107  0.009721
   163/999     7.18G   0.02394  0.008676  0.008976   0.04159        15       640    0.3905    0.7724    0.7017    0.5689   0.02075   0.01065  0.009812
   164/999     7.18G   0.02302  0.008431  0.008553      0.04        22       640     0.376    0.7703    0.7103    0.5703   0.02098   0.01066  0.009763
   165/999     7.18G    0.0238  0.008762  0.009042   0.04161        13       640    0.3732    0.7877    0.7175    0.5762   0.02083   0.01084  0.009622
   166/999     7.18G   0.02376  0.008858  0.009363   0.04198        30       640    0.3659    0.7858    0.7222    0.5859   0.02109   0.01075  0.009525
   167/999     7.18G   0.02387  0.008871  0.008892   0.04163        43       640    0.4126    0.8061    0.7378    0.5908   0.02095   0.01067   0.00954
   168/999     7.18G   0.02424   0.00869  0.008628   0.04156        36       640    0.4217    0.7847    0.7291    0.5852   0.02109   0.01089  0.009822
   169/999     7.18G   0.02322  0.008613  0.008851   0.04068        26       640    0.3968    0.7879      0.72    0.5719   0.02111   0.01083  0.009923
   170/999     7.18G   0.02313   0.00835  0.008469   0.03995        19       640    0.3945    0.8103    0.7205    0.5715   0.02084   0.01038  0.009511
   171/999     7.18G    0.0235  0.008643   0.00904   0.04119        22       640     0.395    0.7953      0.72    0.5743   0.02066   0.01039  0.009391
   172/999     7.18G   0.02263  0.008514  0.008489   0.03964        17       640    0.3968    0.8125     0.739    0.6003   0.02083   0.01061  0.009329
   173/999     7.18G   0.02335  0.008498  0.008315   0.04017        30       640    0.3735    0.7989     0.725    0.5873    0.0209   0.01048  0.009758
   174/999     7.18G   0.02342  0.008664  0.008272   0.04036        29       640    0.3853    0.7915     0.725    0.5854   0.02086    0.0106  0.008931
   175/999     7.18G   0.02276  0.008231  0.008177   0.03917        32       640     0.387     0.819    0.7414    0.6002   0.02101   0.01103  0.009133
   176/999     7.18G   0.02332  0.008397  0.007809   0.03953        17       640    0.4192    0.7848     0.736    0.5999   0.02092   0.01064  0.009132
   177/999     7.18G   0.02285  0.008341  0.008118   0.03931        42       640    0.4028    0.8067    0.7295    0.5941   0.02068   0.01076  0.009188
   178/999     7.18G   0.02312  0.008681  0.008265   0.04007        25       640    0.3877    0.7854    0.7186    0.5795   0.02063   0.01048   0.00935
   179/999     7.18G   0.02375  0.008692  0.007976   0.04042        22       640    0.4078    0.8029    0.7482    0.6078   0.02069   0.01045  0.009619
   180/999     7.18G   0.02338  0.008576  0.007712   0.03967        23       640    0.4114    0.7979    0.7265    0.5797   0.02101   0.01055  0.009228
   181/999     7.18G   0.02255  0.008294  0.007409   0.03825        32       640    0.4088    0.8034    0.7333    0.5946   0.02074   0.01083  0.009318
   182/999     7.18G    0.0233  0.008487  0.008041   0.03982        47       640    0.4116    0.8092    0.7318    0.5972   0.02059   0.01058   0.00924
   183/999     7.18G   0.02256  0.008559  0.007747   0.03887        21       640    0.4132    0.8127    0.7283    0.5985   0.02065   0.01076  0.009383
   184/999     7.18G   0.02322  0.008337  0.008011   0.03957        11       640    0.3941    0.8004    0.7275    0.5821    0.0206   0.01066  0.009672
   185/999     7.18G   0.02266  0.008097  0.007387   0.03814        29       640    0.3875    0.7969    0.7149    0.5855   0.02058   0.01078  0.009651
   186/999     7.18G   0.02298  0.008621  0.008109   0.03971        30       640    0.4049    0.8025    0.7249    0.5922   0.02067   0.01101  0.009396
   187/999     7.18G   0.02356  0.008342   0.00712   0.03903        16       640    0.4205    0.8076    0.7127    0.5759    0.0204   0.01049  0.009213
   188/999     7.18G   0.02251  0.008124  0.007414   0.03805        20       640     0.417    0.8047    0.7078    0.5768   0.02056   0.01073  0.009617
   189/999     7.18G   0.02362  0.008107  0.007549   0.03927        24       640    0.4147    0.8036    0.7067    0.5752   0.02077   0.01067  0.009693
   190/999     7.18G   0.02277  0.008696  0.007525   0.03899        27       640    0.4144    0.7873    0.7097    0.5694    0.0207   0.01067  0.009634
   191/999     7.18G   0.02308  0.008361  0.008017   0.03946        29       640     0.407    0.8043    0.7159     0.577   0.02044   0.01046  0.009513
   192/999     7.18G   0.02337   0.00854  0.007707   0.03961        21       640     0.428    0.7981    0.7245    0.5773   0.02079   0.01095  0.009232
   193/999     7.18G   0.02322  0.008659   0.00775   0.03963        26       640    0.4115    0.8118    0.7301    0.5956   0.02061    0.0105  0.009543
   194/999     7.18G   0.02277  0.008619  0.008216    0.0396        22       640    0.4144    0.8105    0.7362    0.6004   0.02034   0.01038  0.009433
   195/999     7.18G   0.02318  0.008517  0.007756   0.03945        14       640     0.407    0.8131    0.7367    0.5956   0.02042   0.01047   0.00958
   196/999     7.18G   0.02266  0.008278  0.007603   0.03854        27       640    0.4112    0.8121    0.7418    0.6028   0.02058   0.01052  0.009556
   197/999     7.18G   0.02303  0.008589  0.007822   0.03944        24       640    0.4252    0.8241    0.7426    0.6079    0.0206   0.01078  0.009387
   198/999     7.18G    0.0224  0.008402  0.007469   0.03828        13       640    0.4129    0.7978     0.744    0.6058   0.02043   0.01077  0.009019
   199/999     7.18G   0.02323  0.008279  0.007542   0.03905        35       640    0.4061    0.8061    0.7372    0.6008   0.02064   0.01065  0.009073
   200/999     7.18G   0.02367   0.00857  0.007426   0.03966        32       640    0.4182    0.8165    0.7394    0.5916   0.02064   0.01067  0.009121
   201/999     7.18G   0.02345  0.008464  0.007297   0.03921        25       640    0.4208    0.8061    0.7186    0.5818   0.02059   0.01064  0.009303
   202/999     7.18G   0.02314  0.008386  0.007101   0.03863        32       640    0.4246    0.7992     0.728    0.5944    0.0207   0.01065  0.009295
